"Existing
PO Number",PO Description (optional),Buyer ,Vendor Name,VENDOR_SITE_CODE,Ship to,Bill To,PO Currency,PAYMENT TERMS,Freight Terms/ Incoterms,"Carrier
Freight Payment Terms","FOB 
Destination / Origin",Note To Receiver (optional),Note to Supplier (optional),Line#,LINE_TYPE,ITEM,ITEM REVISION,"Category
(see note#1)","Line Description 
(see note# 1)",UOM,UNIT PRICE,Supplier item (optional),SHIPMENT#,open quantity,NEED BY DATE,PROMISED_DATE,RECEIPT REQUIRED? ,TAX_CODE,"Charge Account
(see note#1)",Vendor Site ID,Consigned (Yes/No),Plant Code,PR#,PR Item,Requestor,PR Text,Cost Center Code,Cost Center,Asset NO,APL Stauts,Vendor ID, Internal Order#
4500320771,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,240,NB Standard PO,PA517121,A,,,EA,115.0600,,,150.000,31-12-2024,20-12-2024,,13 %,,,No,1000,0011020861,40,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,50,NB Standard PO,PA517067,A,,,EA,729.5300,,,150.000,26-07-2024,24-07-2024,,13 %,,,No,1000,0011020862,60,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,50,NB Standard PO,PA517067,A,,,EA,729.5300,,,150.000,30-08-2024,28-08-2024,,13 %,,,No,1000,0011020862,60,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,50,NB Standard PO,PA517067,A,,,EA,729.5300,,,150.000,10-09-2024,07-09-2024,,13 %,,,No,1000,0011020862,60,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,50,NB Standard PO,PA517067,A,,,EA,729.5300,,,150.000,21-10-2024,12-10-2024,,13 %,,,No,1000,0011020862,60,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,80,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,11-04-2024,09-04-2024,,13 %,,,No,1000,0011020863,20,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,80,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,24-06-2024,20-06-2023,,13 %,,,No,1000,0011020863,20,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,80,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,09-07-2024,06-07-2024,,13 %,,,No,1000,0011020863,20,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,80,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,05-07-2024,03-07-2024,,13 %,,,No,1000,0011020863,20,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,90,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,09-07-2024,06-07-2024,,13 %,,,No,1000,0011020863,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,90,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,30-10-2024,28-10-2024,,13 %,,,No,1000,0011020863,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,90,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,21-10-2024,16-10-2024,,13 %,,,No,1000,0011020863,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,90,NB Standard PO,PA517270,A,,,EA,599.1300,,,300.000,09-07-2024,09-07-2024,,13 %,,,No,1000,0011020863,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,160,NB Standard PO,PA517280,C,,,EA,932.3300,,,248.000,15-07-2024,12-07-2024,,13 %,,,No,1000,0011020864,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,160,NB Standard PO,PA517280,C,,,EA,932.3300,,,248.000,16-10-2024,14-10-2024,,13 %,,,No,1000,0011020864,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,160,NB Standard PO,PA517280,C,,,EA,932.3300,,,248.000,16-10-2024,16-10-2024,,13 %,,,No,1000,0011020864,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,160,NB Standard PO,PA517280,C,,,EA,932.3300,,,248.000,21-10-2024,18-10-2024,,13 %,,,No,1000,0011020864,30,CTC+徐国光,,#N/A,,,已纳入APL,0008103857,
4500320773,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,240,NB Standard PO,PA517445,A,,,EA,2102.6800,,,80.000,15-07-2049,12-07-2024,,13 %,,,No,1000,0011020865,40,CTC+张严心,,#N/A,,,已纳入APL,0008103857,
4500320892,,David Qu,Fabrinet,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N075,EXW,,THAILAND,,,60,NB Standard PO,PA516520,A,,,EA,137.2300,,,120.000,09-08-2024,02-08-2024,,0 %,,,No,1000,0011026467,120,计划+林钰佳,,#N/A,,,已纳入APL,0008200050,
4500320892,,David Qu,Fabrinet,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N075,EXW,,THAILAND,,,60,NB Standard PO,PA516520,A,,,EA,137.2300,,,120.000,13-09-2024,06-09-2024,,0 %,,,No,1000,0011026467,120,计划+林钰佳,,#N/A,,,已纳入APL,0008200050,
4500321679,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,60,NB Standard PO,P6112236,A,,,EA,2.7000,,,500.000,17-06-2024,14-06-2024,,13 %,,,No,1000,0011029290,100,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500321679,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,60,NB Standard PO,P6112236,A,,,EA,2.7000,,,500.000,03-07-2024,01-07-2024,,13 %,,,No,1000,0011029290,100,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500321679,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,60,NB Standard PO,P6112236,A,,,EA,2.7000,,,500.000,20-11-2024,18-11-2024,,13 %,,,No,1000,0011029290,100,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500321679,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,60,NB Standard PO,P6112236,A,,,EA,2.7000,,,500.000,05-01-2025,03-01-2025,,13 %,,,No,1000,0011029290,100,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500322008,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,,,,,,90,NB Standard PO,20823939,A,,,EA,30.5000,,,55.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011029070,90,镀膜+公共,,#N/A,,,,0008103073,
4500327307,,Liangsi Luo,"Wuhan Yilut Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,10,NB Standard PO,32397590,B,,,EA,50.0000,,,200.000,20-03-2023,20-03-2023,,13 %,,,No,2000,0011039925,20,NPI+计划真敏章,,#N/A,,,工程验证,0008101413,
4500327307,,Liangsi Luo,"Wuhan Yilut Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,10,NB Standard PO,32397590,B,,,EA,50.0000,,,200.000,20-11-2023,20-11-2023,,13 %,,,No,2000,0011039925,20,NPI+计划真敏章,,#N/A,,,工程验证,0008101413,
4500328727,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,40,NB Standard PO,PA517241,A,,,EA,1035.8600,,,178.000,15-09-2039,15-09-2024,,13 %,,,No,1000,0011036575,20,计划+林钰佳,,#N/A,,,已纳入APL,0008103857,
4500328727,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,40,NB Standard PO,PA517241,A,,,EA,1035.8600,,,178.000,20-03-2026,20-03-2025,,13 %,,,No,1000,0011036575,20,计划+林钰佳,,#N/A,,,已纳入APL,0008103857,
4500329252,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,30,NB Standard PO,P6112257,A,,,EA,2.5000,,,500.000,17-06-2024,14-06-2024,,13 %,,,No,1000,0011043397,20,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500329252,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,30,NB Standard PO,P6112257,A,,,EA,2.5000,,,500.000,03-07-2024,01-07-2024,,13 %,,,No,1000,0011043397,20,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500329252,,Xiuhua Jiang,"Shenzhen Kingsunen Electronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,30,NB Standard PO,P6112257,A,,,EA,2.5000,,,500.000,20-11-2024,18-11-2024,,13 %,,,No,1000,0011043397,20,计划+赵勇,,#N/A,,,已纳入APL,0008101763,
4500330110,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,,,,,,30,NB Standard PO,20832470,A,,,EA,485.0000,,,24.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011043745,70,镀膜+公共,,#N/A,,,,0008103073,
4500330110,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,,,,,,40,NB Standard PO,20832492,A,,,EA,485.0000,,,24.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011043745,80,镀膜+公共,,#N/A,,,,0008103073,
4500338158,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,10,NB Standard PO,60019042-1,M,,,EA,1.1600,,,2000.000,30-08-2024,30-08-2024,,0 %,,,No,4010,0011061874,40,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338158,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,10,NB Standard PO,60019042-1,M,,,EA,1.1600,,,2000.000,30-09-2024,30-09-2024,,0 %,,,No,4010,0011061874,40,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338158,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,10,NB Standard PO,60019042-1,M,,,EA,1.1600,,,2000.000,30-09-2024,30-09-2024,,0 %,,,No,4010,0011061874,40,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338158,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,10,NB Standard PO,60019042-1,M,,,EA,1.1600,,,2000.000,30-11-2024,30-11-2024,,0 %,,,No,4010,0011061874,40,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338158,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,10,NB Standard PO,60019042-1,M,,,EA,1.1600,,,2000.000,31-12-2024,31-12-2024,,0 %,,,No,4010,0011061874,40,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338158,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,10,NB Standard PO,60019042-1,M,,,EA,1.1600,,,2000.000,31-10-2024,31-10-2024,,0 %,,,No,4010,0011061874,40,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338163,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,40,NB Standard PO,60019101-1,E,,,EA,4.3400,,,7245.000,30-07-2023,30-07-2023,,0 %,,,No,4010,0011061874,30,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500338163,,Nancy Wang,"Fuzhou Photop Optics Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",USD,Z030,DEW,,,,,40,NB Standard PO,60019101-1,E,,,EA,4.3400,,,7245.000,30-08-2023,30-08-2023,,0 %,,,No,4010,0011061874,30,计划+庄娇云,,#N/A,,,已纳入APL,0000002000,
4500340243,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,70,NB Standard PO,20842015,A,,,EA,185.0000,,,20.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011065450,100,镀膜+公共,,#N/A,,,,0008103073,
4500340580,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,20842141,A,,,EA,95.5000,,,54.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011066319,20,镀膜+公共,,#N/A,,,,0008103073,
4500341565,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,20842808,A,,,EA,64.0000,,,152.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011068466,40,镀膜+公共,,#N/A,,,,0008103073,
4500343779,,Xiaoping Huang,"Qinhuangdao Intrinsic Crytal Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30236848,F,,,EA,0.0000,,,193.000,08-01-2025,08-10-2023,,13 %,,,Yes,2000,0010977230,80,晶体+计划蔡丹桂,,#N/A,,,已纳入APL,0008101418,
4500344025,,Haini Zhang,"Fujian Acetron New Materials Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,20214643,,,,EA,52.0000,,,20.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011073151,160,镀膜+国产,,#N/A,,,货源验证,0008100346,
4500345065,,JingRu Yang,"Photop Technologies, Inc.(FL)",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,USA,,end user:SISMA,50,NB Standard PO,32359567-1,A,,,EA,290.0000,,,50.000,12-08-2024,12-08-2024,,0 %,,,No,2000,0011074769,70,YAG+计划蔡丹桂,,#N/A,,,已纳入APL,0000002020,
4500345065,,JingRu Yang,"Photop Technologies, Inc.(FL)",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,USA,,end user:SISMA,60,NB Standard PO,32359567-1,A,,,EA,290.0000,,,50.000,09-09-2024,09-09-2024,,0 %,,,No,2000,0011074769,80,YAG+计划蔡丹桂,,#N/A,,,已纳入APL,0000002020,
4500345065,,JingRu Yang,"Photop Technologies, Inc.(FL)",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,USA,,end user:SISMA,70,NB Standard PO,32359567-1,A,,,EA,290.0000,,,50.000,14-10-2024,14-10-2024,,0 %,,,No,2000,0011074769,90,YAG+计划蔡丹桂,,#N/A,,,已纳入APL,0000002020,
4500345065,,JingRu Yang,"Photop Technologies, Inc.(FL)",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,USA,,end user:SISMA,80,NB Standard PO,30037456-1,,,,EA,440.0000,,,300.000,08-11-2024,08-11-2024,,0 %,,,No,2000,0011074948,10,YAG+计划蔡丹桂,,#N/A,,,已纳入APL,0000002020,
4500346568,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,20846949,A,,,EA,75.0000,,,70.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011076995,30,镀膜+公共,,#N/A,,,,0008103073,
4500346915,,Xiaoping Huang,"Qinhuangdao Intrinsic Crytal Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,30236859,F,,,EA,0.0000,,,334.000,08-01-2025,08-11-2023,,13 %,,,Yes,2000,0010977231,90,晶体+计划蔡丹桂,,#N/A,,,已纳入APL,0008101418,
4500346915,,Xiaoping Huang,"Qinhuangdao Intrinsic Crytal Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,30236859,F,,,EA,0.0000,,,109.000,08-01-2025,03-12-2023,,13 %,,,Yes,2000,0010977231,100,晶体+计划蔡丹桂,,#N/A,,,已纳入APL,0008101418,
4500347952,,Dawn Chen,"Fuzhou Photop Opitcs Co., Ltd.",,"4F., No.100, Ruiguang Rd., Neihu Dist., Taipei city 11491, Taiwan","4F., No.100, Ruiguang Rd., Neihu Dist., Taipei city 11491, Taiwan",USD,Z030,FOB,,Origin,,,50,NB Standard PO,66318905,A,,,EA,263.5000,,,56.000,10-12-2024,10-12-2024,,0 %,,,No,7020,0011079586,10,部门专用料,,,,,,0008102884,
4500350036,,JingRu Yang,Coherent Corp.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,New Jersey,,,10,NB Standard PO,30445369-1,B,,,EA,70.4000,,,2368.000,30-01-2024,30-01-2024,,0 %,,,No,2000,0011082382,10,旋转片+计划杨蕾蕾,,#N/A,,,已纳入APL,000000Z021,
4500352591,,Kelly Chen,"Teledyne Digital Imaging, Inc.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N060,FCA,,"Edmonton,Canada",,,20,NB Standard PO,32172243,C,,,EA,459.3300,,,400.000,18-05-2024,08-05-2024,,0 %,,,No,2000,0011084283,200,NPI+计划真敏章,,#N/A,,,已纳入APL,0008201907,
4500352591,,Kelly Chen,"Teledyne Digital Imaging, Inc.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N060,FCA,,"Edmonton,Canada",,,20,NB Standard PO,32172243,C,,,EA,459.3300,,,400.000,03-06-2024,22-05-2024,,0 %,,,No,2000,0011084283,200,NPI+计划真敏章,,#N/A,,,已纳入APL,0008201907,
4500354206,,Jody Zhong,"II-VI Optical (Suzhou) Co., LTD",,"FLOOR 2,BUILDING 1,NO.318 FUGUANG ROADJINAN DISTRICT,FUZHOU,FUJIAN 350014 CHINA",BLOCK D01~02 NO.5XING HAN ST SUZHOUINDUSTRIAL PARK SUZHOU 215021 CHINA,CNY,N030,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,5018447,,,,EA,48.1700,,,1000.000,10-01-2024,10-01-2024,,13 %,,,No,7010,0011088739,10,物料计划BOM料,,,,,,000000Z005,
4500354206,,Jody Zhong,"II-VI Optical (Suzhou) Co., LTD",,"FLOOR 2,BUILDING 1,NO.318 FUGUANG ROADJINAN DISTRICT,FUZHOU,FUJIAN 350014 CHINA",BLOCK D01~02 NO.5XING HAN ST SUZHOUINDUSTRIAL PARK SUZHOU 215021 CHINA,CNY,N030,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,5018447,,,,EA,48.1700,,,1000.000,06-03-2024,06-03-2024,,13 %,,,No,7010,0011088741,10,物料计划BOM料,,,,,,000000Z005,
4500355154,,Yan Li,"II-VI VIETNAM CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Vietnam,,,80,NB Standard PO,32334016,A,,,EA,0.1939,,,200000.000,07-01-2025,30-12-2024,,0 %,,,No,2000,0011081813,150,明月+计划张中辉,,#N/A,,,已纳入APL,0000002010,
4500355154,,Yan Li,"II-VI VIETNAM CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Vietnam,,,90,NB Standard PO,32334016,A,,,EA,0.1939,,,200000.000,07-01-2025,30-12-2024,,0 %,,,No,2000,0011081813,160,明月+计划张中辉,,#N/A,,,已纳入APL,0000002010,
4500355154,,Yan Li,"II-VI VIETNAM CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Vietnam,,,100,NB Standard PO,32334016,A,,,EA,0.1939,,,200000.000,14-01-2025,06-01-2025,,0 %,,,No,2000,0011081813,170,明月+计划张中辉,,#N/A,,,已纳入APL,0000002010,
